weekday,month,date,year,text,handle,comment_unclean,service_person,comment
Thu,Oct,1,2015,@Sam_L_Shead So sorry to hear Sam. Pls follow/DM your confirmation # if rebooking assistance is needed. *NG,@Sam_L_Shead  ,So sorry to hear Sam. Pls follow/DM your confirmation # if rebooking assistance is needed. *NG,NG,So sorry to hear Sam. Pls follow/DM your confirmation # if rebooking assistance is needed. 
Thu,Oct,1,2015,@jovenitti I'm afraid they're all sold out.  *NG,@jovenitti  ,I'm afraid they're all sold out.  *NG,NG,I'm afraid they're all sold out.  
Thu,Oct,1,2015,@i_am_rao You may wish to speak with our Online team at 888 750 3284 for assistance. *DD,@i_am_rao  ,You may wish to speak with our Online team at 888 750 3284 for assistance. *DD,DD,You may wish to speak with our Online team at 888 750 3284 for assistance. 
Thu,Oct,1,2015,"@jovenitti Sorry we don't have that option.. For a mileage upgrade, you'll need to contact the mileage desk at the # provided. *NG",@jovenitti  ,"Sorry we don't have that option.. For a mileage upgrade, you'll need to contact the mileage desk at the # provided. *NG",NG,"Sorry we don't have that option.. For a mileage upgrade, you'll need to contact the mileage desk at the # provided. "
Thu,Oct,1,2015,@jovenitti Were you looking to use a certificate? *NG,@jovenitti  ,Were you looking to use a certificate? *NG,NG,Were you looking to use a certificate? 
Thu,Oct,1,2015,@jovenitti ...*NG ,@joveni,...*NG ,NG ,...
Thu,Oct,1,2015,@jovenitti ...collect credit card info via Twitter. You may wish to contact our Sales Team at +31 (0)20 721 9128 for assistance.... ,@jovenitti  ,...collect credit card info via Twitter. You may wish to contact our Sales Team at +31 (0)20 721 9128 for assistance.... ,,...collect credit card info via Twitter. You may wish to contact our Sales Team at +31 (0)20 721 9128 for assistance.... 
Thu,Oct,1,2015,@jovenitti Hi Tony. You may incur a fee and difference in fare to make this change. Unfortunately we're unable to quote fares or... ,@jovenitti  ,Hi Tony. You may incur a fee and difference in fare to make this change. Unfortunately we're unable to quote fares or... ,,Hi Tony. You may incur a fee and difference in fare to make this change. Unfortunately we're unable to quote fares or... 
Thu,Oct,1,2015,"@patrickhaiem No, you'll be vetted for each flight. PreCheck is not a guarantee, however, the KTN increases your chances.  *AA",@patrickhaiem  ,"No, you'll be vetted for each flight. PreCheck is not a guarantee, however, the KTN increases your chances.  *AA",AA,"No, you'll be vetted for each flight. PreCheck is not a guarantee, however, the KTN increases your chances.  "
Thu,Oct,1,2015,@patrickhaiem ...this flight and you'll need to clear security as normal.  *AA ,@patrickhaiem  ,...this flight and you'll need to clear security as normal.  *AA ,AA ,...this flight and you'll need to clear security as normal.  
Thu,Oct,1,2015,"@patrickhaiem The KTN is already apart of your profile, if TSA PreCheck is not on your boarding pass, TSA has not cleared you for... ",@patrickhaiem  ,"The KTN is already apart of your profile, if TSA PreCheck is not on your boarding pass, TSA has not cleared you for... ",,"The KTN is already apart of your profile, if TSA PreCheck is not on your boarding pass, TSA has not cleared you for... "
Thu,Oct,1,2015,@drkkyu Sorry to hear. I'll be sure to pass this feedback along to our Rates and Fares Team. My condolences on your loss. *NG,@drkkyu  ,Sorry to hear. I'll be sure to pass this feedback along to our Rates and Fares Team. My condolences on your loss. *NG,NG,Sorry to hear. I'll be sure to pass this feedback along to our Rates and Fares Team. My condolences on your loss. 
Thu,Oct,1,2015,@DontDroptheZoap  Thank you and have a wonderful day! *MR,@DontDroptheZoap  , Thank you and have a wonderful day! *MR,MR, Thank you and have a wonderful day! 
Thu,Oct,1,2015,@mglacey You may want to clear your cache. This may help. If this doesn't work let us know. *AB,@mglacey  ,You may want to clear your cache. This may help. If this doesn't work let us know. *AB,AB,You may want to clear your cache. This may help. If this doesn't work let us know. 
Thu,Oct,1,2015,"@daniellecalder  Danielle, so sorry to hear you're having a problem booking on our website.  Please contact our Online Support Desk... ",@daniellecalder  ," Danielle, so sorry to hear you're having a problem booking on our website.  Please contact our Online Support Desk... ",," Danielle, so sorry to hear you're having a problem booking on our website.  Please contact our Online Support Desk... "
Thu,Oct,1,2015,@daniellecalder ...at 1-888-750-3284. *BB ,@daniellecalder  ,...at 1-888-750-3284. *BB ,BB ,...at 1-888-750-3284. 
Thu,Oct,1,2015,@mglacey One more question. Are you trying to book via the App? *AB,@mglacey  ,One more question. Are you trying to book via the App? *AB,AB,One more question. Are you trying to book via the App? 
Thu,Oct,1,2015,"@MollyChisamore  Molly, our apologies we will do our best to get you on your way as quickly as possible.  *KM",@MollyChisamore  ," Molly, our apologies we will do our best to get you on your way as quickly as possible.  *KM",KM," Molly, our apologies we will do our best to get you on your way as quickly as possible.  "
Thu,Oct,1,2015,@zdlatham  Sorry about that! Please follow/DM your confirm #. *KM,@zdlatham  , Sorry about that! Please follow/DM your confirm #. *KM,KM, Sorry about that! Please follow/DM your confirm #. 
Thu,Oct,1,2015,"@davidcooperlive Happy travels, David! :-) *AB",@davidcooperlive  ,"Happy travels, David! :-) *AB",AB,"Happy travels, David! :-) "
Thu,Oct,1,2015,"@jasonallen50 That’s not good to hear, Jason. Please follow/DM if I can be of any assistance. Thanks. *AB",@jasonallen50  ,"That’s not good to hear, Jason. Please follow/DM if I can be of any assistance. Thanks. *AB",AB,"That’s not good to hear, Jason. Please follow/DM if I can be of any assistance. Thanks. "
Thu,Oct,1,2015,"@roryscovel Rory, sorry for the inconvenience! Pls follow/DM your confirm #. *KM",@roryscovel  ,"Rory, sorry for the inconvenience! Pls follow/DM your confirm #. *KM",KM,"Rory, sorry for the inconvenience! Pls follow/DM your confirm #. "
Thu,Oct,1,2015,"@mglacey Hi, Mitch. We haven't received any complaints up until now. Have you tried calling Online Support at 888-750-3284? *AB",@mglacey  ,"Hi, Mitch. We haven't received any complaints up until now. Have you tried calling Online Support at 888-750-3284? *AB",AB,"Hi, Mitch. We haven't received any complaints up until now. Have you tried calling Online Support at 888-750-3284? "
Thu,Oct,1,2015,"@lanaandlovely  For future reference, we do have fare options that are fully refundable and changeable.  *KC",@lanaandlovely  ," For future reference, we do have fare options that are fully refundable and changeable.  *KC",KC," For future reference, we do have fare options that are fully refundable and changeable.  "
Thu,Oct,1,2015,@lanaandlovely  We're sorry for your displeasure with our administrative change fee. *KC,@lanaandlovely  , We're sorry for your displeasure with our administrative change fee. *KC,KC, We're sorry for your displeasure with our administrative change fee. 
Thu,Oct,1,2015,"@classyhoney My apologies, April. Please let me know if I can be of any assistance. Thanks. *AB",@classyhoney  ,"My apologies, April. Please let me know if I can be of any assistance. Thanks. *AB",AB,"My apologies, April. Please let me know if I can be of any assistance. Thanks. "
Thu,Oct,1,2015,@codered45 ...will try to make this right. *BB ,@codered45  ,...will try to make this right. *BB ,BB ,...will try to make this right. 
Thu,Oct,1,2015,"@codered45  Cody, I apologize that your day was spent in the airport and not your destination.  Please DM your confirmation and I... ",@codered45  ," Cody, I apologize that your day was spent in the airport and not your destination.  Please DM your confirmation and I... ",," Cody, I apologize that your day was spent in the airport and not your destination.  Please DM your confirmation and I... "
Thu,Oct,1,2015,"@sandrareed I certainly will, Sandra. I have sent a message to ATL Leadership. Thanks for sharing your great experience with us! :-) *AB",@sandrareed  ,"I certainly will, Sandra. I have sent a message to ATL Leadership. Thanks for sharing your great experience with us! :-) *AB",AB,"I certainly will, Sandra. I have sent a message to ATL Leadership. Thanks for sharing your great experience with us! :-) "
Thu,Oct,1,2015,@WinshipAtEmory Nice ad! Glad to be able to contribute for such a great cause.  *TH,@WinshipAtEmory  ,Nice ad! Glad to be able to contribute for such a great cause.  *TH,TH,Nice ad! Glad to be able to contribute for such a great cause.  
Thu,Oct,1,2015,"@blipvert23 Hi Maxine, that's not good to hear. Pls follow/DM your confirmation # so I can take a look. *KC",@blipvert23  ,"Hi Maxine, that's not good to hear. Pls follow/DM your confirmation # so I can take a look. *KC",KC,"Hi Maxine, that's not good to hear. Pls follow/DM your confirmation # so I can take a look. "
Thu,Oct,1,2015,"@mdd1911 Hey Marcus, the blue light looks cool on you! Enjoy the ride! *KM",@mdd1911  ,"Hey Marcus, the blue light looks cool on you! Enjoy the ride! *KM",KM,"Hey Marcus, the blue light looks cool on you! Enjoy the ride! "
Thu,Oct,1,2015,@aubreigh_dash You're welcome! Happy Travels! *JH,@aubreigh_dash  ,You're welcome! Happy Travels! *JH,JH,You're welcome! Happy Travels! 
Thu,Oct,1,2015,"@hclark18P If you wish to use your miles to book a flight for someone else, you may:) *RB",@hclark18P  ,"If you wish to use your miles to book a flight for someone else, you may:) *RB",RB,"If you wish to use your miles to book a flight for someone else, you may:) "
Thu,Oct,1,2015,@MLRitch Hello Mende. Not good to hear. Pls follow/DM your confirm # for your privacy.  *RD,@MLRitch  ,Hello Mende. Not good to hear. Pls follow/DM your confirm # for your privacy.  *RD,RD,Hello Mende. Not good to hear. Pls follow/DM your confirm # for your privacy.  
Thu,Oct,1,2015,@INAYADAY We sincerely apologize. We hate goodbyes. Please let us know if there is anything we could do to further assist. *KC,@INAYADAY  ,We sincerely apologize. We hate goodbyes. Please let us know if there is anything we could do to further assist. *KC,KC,We sincerely apologize. We hate goodbyes. Please let us know if there is anything we could do to further assist. 
Thu,Oct,1,2015,@kitmoni At the moment there appears to be a a delay of slightly over an hour. My apologies for today's experience with us.  *RB,@kitmoni  ,At the moment there appears to be a a delay of slightly over an hour. My apologies for today's experience with us.  *RB,RB,At the moment there appears to be a a delay of slightly over an hour. My apologies for today's experience with us.  
Thu,Oct,1,2015,@D0llabillwill ...with her or direct her in the right direction. *JH ,@D0llabillwill  ,...with her or direct her in the right direction. *JH ,JH ,...with her or direct her in the right direction. 
Thu,Oct,1,2015,@D0llabillwill ...her check with the Delta airport Red coat Specialist for assistance. A team member will do their best to work... ,@D0llabillwill  ,...her check with the Delta airport Red coat Specialist for assistance. A team member will do their best to work... ,,...her check with the Delta airport Red coat Specialist for assistance. A team member will do their best to work... 
Thu,Oct,1,2015,@D0llabillwill Hi. I'm sorry to hear that she did not clear standby. She will automatically be moved over to the next flt. Pls have... ,@D0llabillwill  ,Hi. I'm sorry to hear that she did not clear standby. She will automatically be moved over to the next flt. Pls have... ,,Hi. I'm sorry to hear that she did not clear standby. She will automatically be moved over to the next flt. Pls have... 
Thu,Oct,1,2015,@Mutiny32 ..DM your confirmation number and I'll take a look. *KC,@Mutiny32  ,..DM your confirmation number and I'll take a look. *KC,KC,..DM your confirmation number and I'll take a look. 
Thu,Oct,1,2015,@Mutiny32 Hi. We apologize for any inconvenience the schedule change as caused. Please  *KC,@Mutiny32  ,Hi. We apologize for any inconvenience the schedule change as caused. Please  *KC,KC,Hi. We apologize for any inconvenience the schedule change as caused. Please  
Thu,Oct,1,2015,@seanangus11 At the moment I don't have that information. You may wish to check back with us on 10/3.  *RB,@seanangus11  ,At the moment I don't have that information. You may wish to check back with us on 10/3.  *RB,RB,At the moment I don't have that information. You may wish to check back with us on 10/3.  
Thu,Oct,1,2015,"@kitmoni My apologies, Mr. Connelly. I have just alerted the station manager. You should be receiving help shortly.  *RB",@kitmoni  ,"My apologies, Mr. Connelly. I have just alerted the station manager. You should be receiving help shortly.  *RB",RB,"My apologies, Mr. Connelly. I have just alerted the station manager. You should be receiving help shortly.  "
Thu,Oct,1,2015,@idosela Not happy to hear this at all! Can you follow/DM your confirm #? *KM,@idosela  ,Not happy to hear this at all! Can you follow/DM your confirm #? *KM,KM,Not happy to hear this at all! Can you follow/DM your confirm #? 
Thu,Oct,1,2015,@jeffbuehrle Thanks so much. So sorry for the inconvenience. *SD,@jeffbuehrle  ,Thanks so much. So sorry for the inconvenience. *SD,SD,Thanks so much. So sorry for the inconvenience. 
Thu,Oct,1,2015,@EugeniaMorato Unfortunately we are not equipped to quote fares via DM. They will be happy to help.  *RB,@EugeniaMorato  ,Unfortunately we are not equipped to quote fares via DM. They will be happy to help.  *RB,RB,Unfortunately we are not equipped to quote fares via DM. They will be happy to help.  
Thu,Oct,1,2015,@jeffbuehrle Hi Jeff. Thanks so much for sharing your feedback regarding your recent experience. We will definitely look into this.  *SD,@jeffbuehrle  ,Hi Jeff. Thanks so much for sharing your feedback regarding your recent experience. We will definitely look into this.  *SD,SD,Hi Jeff. Thanks so much for sharing your feedback regarding your recent experience. We will definitely look into this.  
Thu,Oct,1,2015,@JohnDayAtl You may wish to reach out to a flight attendant for alternate seating options. *KC,@JohnDayAtl  ,You may wish to reach out to a flight attendant for alternate seating options. *KC,KC,You may wish to reach out to a flight attendant for alternate seating options. 
Thu,Oct,1,2015,"@JohnDayAtl Hi John, We apologize for any discomfort you are experiencing.  *KC",@JohnDayAtl  ,"Hi John, We apologize for any discomfort you are experiencing.  *KC",KC,"Hi John, We apologize for any discomfort you are experiencing.  "
Thu,Oct,1,2015,@iwoolery Pls follow/DM your confirm # for your privacy. Let me check your Reservation.  *RD,@iwoolery  ,Pls follow/DM your confirm # for your privacy. Let me check your Reservation.  *RD,RD,Pls follow/DM your confirm # for your privacy. Let me check your Reservation.  
Thu,Oct,1,2015,"@GreenLeann Hi Leann. Yes, you are subject to a cancellation fee.  *SD",@GreenLeann  ,"Hi Leann. Yes, you are subject to a cancellation fee.  *SD",SD,"Hi Leann. Yes, you are subject to a cancellation fee.  "
Fri,Oct,2,2015,@Judith_Hill Great to hear Judith! Thanks for letting us be your ride. :-) *NG,@Judith_Hill  ,Great to hear Judith! Thanks for letting us be your ride. :-) *NG,NG,Great to hear Judith! Thanks for letting us be your ride. :-) 
Fri,Oct,2,2015,@melaright We hope you change your mind in the future. You are welcome.  *RD,@melaright  ,We hope you change your mind in the future. You are welcome.  *RD,RD,We hope you change your mind in the future. You are welcome.  
Fri,Oct,2,2015,@usedtobehere  Hi. What's the confirmation #? *AA,@usedtobehere  , Hi. What's the confirmation #? *AA,AA, Hi. What's the confirmation #? 
Fri,Oct,2,2015,@Naterizk Yes.  *AA,@Naterizk,Yes.  *AA,AA,Yes.  
Fri,Oct,2,2015,@avitale21 What city are you traveling to and I can check specific flights.  *AA,@avitale21  ,What city are you traveling to and I can check specific flights.  *AA,AA,What city are you traveling to and I can check specific flights.  
Fri,Oct,2,2015,@wespearsnewsome ...you. *MD ,@wespearsnew,...you. *MD ,MD ,...you. 
Fri,Oct,2,2015,@wespearsnewsome I'm sorry to hear it Wes. Please follow and DM your Delta confirmation number and I will check seat availability for... ,@wespearsnewsome  ,I'm sorry to hear it Wes. Please follow and DM your Delta confirmation number and I will check seat availability for... ,,I'm sorry to hear it Wes. Please follow and DM your Delta confirmation number and I will check seat availability for... 
Fri,Oct,2,2015,"@Naterizk I can check, what's your confirmation #? *AA",@Naterizk  ,"I can check, what's your confirmation #? *AA",AA,"I can check, what's your confirmation #? "
Fri,Oct,2,2015,@meowmeowdeb  A team member will be glad to work with you regarding any issues. My apologies for the service. *DD,@meowmeowdeb  , A team member will be glad to work with you regarding any issues. My apologies for the service. *DD,DD, A team member will be glad to work with you regarding any issues. My apologies for the service. 
Fri,Oct,2,2015,@meowmeowdeb That is not good to hear. For questions or comments regarding the wifi service pls tweet @Gogo. *DD,@meowmeowdeb  ,That is not good to hear. For questions or comments regarding the wifi service pls tweet @Gogo. *DD,DD,That is not good to hear. For questions or comments regarding the wifi service pls tweet @Gogo. 
Fri,Oct,2,2015,@emilyminor2 ...benefits. So checking-in at the airport will work perfectly in your case. :) *MD ,@emilyminor2  ,...benefits. So checking-in at the airport will work perfectly in your case. :) *MD ,MD ,...benefits. So checking-in at the airport will work perfectly in your case. :) 
Fri,Oct,2,2015,"@emilyminor2 Hi, Emily. Card holders with companions on different reservation, must see airport agent to apply first bag free waiver... ",@emilyminor2  ,"Hi, Emily. Card holders with companions on different reservation, must see airport agent to apply first bag free waiver... ",,"Hi, Emily. Card holders with companions on different reservation, must see airport agent to apply first bag free waiver... "
Fri,Oct,2,2015,@Mikeyydean ...be glad to work with you regarding any issues. My apologies for the service. *MD ,@Mikeyydean  ,...be glad to work with you regarding any issues. My apologies for the service. *MD ,MD ,...be glad to work with you regarding any issues. My apologies for the service. 
Fri,Oct,2,2015,"@Mikeyydean That is not good to hear, Mike. For questions or comments regarding the wifi service pls tweet @Gogo. A team member will... ",@Mikeyydean  ,"That is not good to hear, Mike. For questions or comments regarding the wifi service pls tweet @Gogo. A team member will... ",,"That is not good to hear, Mike. For questions or comments regarding the wifi service pls tweet @Gogo. A team member will... "
Fri,Oct,2,2015,@owroc ...http://t.co/sNIn5Equux *AA ,@owroc  ,...http://t.co/sNIn5Equux *AA ,AA ,...http://t.co/sNIn5Equux 
Fri,Oct,2,2015,"@owroc Unfortunately not, however, if the flight offers it you can order a special meal. The available meal types are listed here... ",@owroc  ,"Unfortunately not, however, if the flight offers it you can order a special meal. The available meal types are listed here... ",,"Unfortunately not, however, if the flight offers it you can order a special meal. The available meal types are listed here... "
Fri,Oct,2,2015,@lucywho26 Thank you for the positive feedback! We are here for you and we are only a tweet away! *RD,@lucywho26  ,Thank you for the positive feedback! We are here for you and we are only a tweet away! *RD,RD,Thank you for the positive feedback! We are here for you and we are only a tweet away! 
Fri,Oct,2,2015,"@melaright Hello, Melanie. Apologies for any inconvenience. If you are needing assistance, pls let me know.  *RD",@melaright  ,"Hello, Melanie. Apologies for any inconvenience. If you are needing assistance, pls let me know.  *RD",RD,"Hello, Melanie. Apologies for any inconvenience. If you are needing assistance, pls let me know.  "
Fri,Oct,2,2015,@garcialori You're welcome.  *RD,@garcialori  ,You're welcome.  *RD,RD,You're welcome.  
Fri,Oct,2,2015,"@missmelon Hello, Helen. I recommend contacting our Reservations team at 1-800-221-1212. They'll be happy to assist.  *RD",@missmelon  ,"Hello, Helen. I recommend contacting our Reservations team at 1-800-221-1212. They'll be happy to assist.  *RD",RD,"Hello, Helen. I recommend contacting our Reservations team at 1-800-221-1212. They'll be happy to assist.  "
Fri,Oct,2,2015,@airrayd Wonderful to hear. Thanks so much for sharing and for choosing Delta. *AA,@airrayd  ,Wonderful to hear. Thanks so much for sharing and for choosing Delta. *AA,AA,Wonderful to hear. Thanks so much for sharing and for choosing Delta. 
Fri,Oct,2,2015,@baro2k4  Hi. Pls follow and direct message your confirmation # for review.  *AA,@baro2k4  , Hi. Pls follow and direct message your confirmation # for review.  *AA,AA, Hi. Pls follow and direct message your confirmation # for review.  
Fri,Oct,2,2015,@zWASguy ...departure.  *AA ,@zWASguy  ,...departure.  *AA ,AA ,...departure.  
Fri,Oct,2,2015,"@zWASguy Understood. Once you arrive in AMS we can determine if a flight change is needed, as your connector flight shows an 11:30a... ",@zWASguy  ,"Understood. Once you arrive in AMS we can determine if a flight change is needed, as your connector flight shows an 11:30a... ",,"Understood. Once you arrive in AMS we can determine if a flight change is needed, as your connector flight shows an 11:30a... "
Fri,Oct,2,2015,"@zWASguy I'm showing DL9465 is enroute to AMS, ETA 8:25a.  *AA",@zWASguy  ,"I'm showing DL9465 is enroute to AMS, ETA 8:25a.  *AA",AA,"I'm showing DL9465 is enroute to AMS, ETA 8:25a.  "
Fri,Oct,2,2015,@kimberlypdx Sorry to hear Kimberly. Pls follow/DM your confirm # so I may notify our department that handles hotel accommodations. *NG,@kimberlypdx  ,Sorry to hear Kimberly. Pls follow/DM your confirm # so I may notify our department that handles hotel accommodations. *NG,NG,Sorry to hear Kimberly. Pls follow/DM your confirm # so I may notify our department that handles hotel accommodations. 
Fri,Oct,2,2015,"@abbyknust  No, a member of the leadership team should be available. Is there something we can assist with? *AA",@abbyknust  ," No, a member of the leadership team should be available. Is there something we can assist with? *AA",AA," No, a member of the leadership team should be available. Is there something we can assist with? "
Fri,Oct,2,2015,@zWASguy Hi. Pls provide your confirmation # and I can take a look.  *AA,@zWASguy  ,Hi. Pls provide your confirmation # and I can take a look.  *AA,AA,Hi. Pls provide your confirmation # and I can take a look.  
Fri,Oct,2,2015,@bitchwhocodes Done. You're all set and email confirmation has been forwarded to you.  *AA,@bitchwhocodes  ,Done. You're all set and email confirmation has been forwarded to you.  *AA,AA,Done. You're all set and email confirmation has been forwarded to you.  
Fri,Oct,2,2015,@joishbia Sorry to hear. Pls let me know if assistance is needed via Twitter. *NG,@joishbia  ,Sorry to hear. Pls let me know if assistance is needed via Twitter. *NG,NG,Sorry to hear. Pls let me know if assistance is needed via Twitter. 
Fri,Oct,2,2015,@CMike7 Sorry to hear Mike. Pls follow/DM your confirmation # if rebooking assistance is needed.  *NG,@CMike7  ,Sorry to hear Mike. Pls follow/DM your confirmation # if rebooking assistance is needed.  *NG,NG,Sorry to hear Mike. Pls follow/DM your confirmation # if rebooking assistance is needed.  
Fri,Oct,2,2015,@marv23_ No we do not. *NG,@marv23_  ,No we do not. *NG,NG,No we do not. 
Fri,Oct,2,2015,@y_nazhand Sorry for the hear. We expect helpful and friendly service at all times. Pls let me know if assistance is needed via Twitter. *NG,@y_nazhand  ,Sorry for the hear. We expect helpful and friendly service at all times. Pls let me know if assistance is needed via Twitter. *NG,NG,Sorry for the hear. We expect helpful and friendly service at all times. Pls let me know if assistance is needed via Twitter. 
Fri,Oct,2,2015,@robbarlow8 Hi Rob. Sorry to hear you're disappointment. Pls let me know if assistance is needed via Twitter.  *NG,@robbarlow8  ,Hi Rob. Sorry to hear you're disappointment. Pls let me know if assistance is needed via Twitter.  *NG,NG,Hi Rob. Sorry to hear you're disappointment. Pls let me know if assistance is needed via Twitter.  
Fri,Oct,2,2015,@quidaguis ...additional information about the program:  http://t.co/oKK9xP6hxa. *NG ,@quidaguis  ,...additional information about the program:  http://t.co/oKK9xP6hxa. *NG ,NG ,...additional information about the program:  http://t.co/oKK9xP6hxa. 
